type,model,created_at,usage_input,usage_output
third,model3,05.03.2024,5039,5119
second,model2,09.03.2024,3840,8781
third,model1,14.01.2024,7258,9629
first,model1,25.01.2024,5158,8856
third,model1,07.02.2024,3959,8729
third,model3,22.01.2024,615,5269
first,model3,16.01.2024,9264,2105
first,model2,02.05.2024,3032,8090
second,model3,04.02.2024,5065,5680
third,model2,15.04.2024,4847,5921
first,model1,18.03.2024,5829,2230
third,model3,24.01.2024,9078,2296
second,model2,15.03.2024,8591,7110
second,model3,03.02.2024,8148,5911
third,model1,14.02.2024,258,6928
second,model2,14.05.2024,8265,5890
third,model2,22.03.2024,4870,9300
second,model3,03.04.2024,4333,8409
second,model1,15.03.2024,3507,9526
first,model1,25.04.2024,9171,1986
second,model3,30.03.2024,700,5759
first,model1,23.01.2024,8255,7617
second,model3,08.02.2024,1108,1265
third,model2,23.03.2024,1404,3226
third,model1,19.03.2024,9598,7328
first,model1,13.02.2024,3064,3007
second,model3,25.03.2024,4974,7043
second,model3,05.04.2024,1100,4795
second,model2,15.04.2024,5542,1941
second,model3,22.04.2024,6554,2722
first,model1,03.03.2024,3149,9412
third,model3,22.04.2024,4584,3102
second,model2,04.03.2024,8700,2093
first,model2,10.02.2024,6244,7261
first,model2,26.04.2024,4292,6236
second,model2,15.01.2024,8597,5208
second,model2,30.01.2024,5315,2050
second,model1,11.01.2024,9334,5622
third,model3,11.05.2024,1431,3432
third,model1,14.03.2024,7017,3135
second,model1,09.03.2024,7002,6162
second,model1,25.04.2024,6197,1480
second,model2,08.02.2024,9056,3689
third,model2,22.02.2024,4426,2800
second,model3,08.03.2024,4453,4328
second,model1,30.03.2024,8464,1352
third,model3,18.02.2024,362,6821
third,model1,03.01.2024,7735,8677
first,model2,02.02.2024,5846,7196
third,model2,06.01.2024,8651,897
first,model2,21.03.2024,5373,4021
third,model3,28.02.2024,8421,9891
second,model2,28.04.2024,1195,8916
second,model1,28.04.2024,7303,3038
first,model3,03.02.2024,6160,4593
second,model3,24.03.2024,3938,6095
second,model1,20.04.2024,1902,8447
second,model2,13.01.2024,4218,6181
first,model3,12.03.2024,9213,7164
second,model2,17.04.2024,5985,3378
third,model1,21.02.2024,5746,2234
third,model3,12.01.2024,5932,9768
third,model3,30.03.2024,8244,7973
first,model2,03.05.2024,5398,1878
third,model3,08.03.2024,9296,9578
third,model3,03.02.2024,8271,2646
third,model1,18.02.2024,6021,9724
third,model2,17.04.2024,5539,2394
first,model3,08.03.2024,2377,1032
first,model3,29.01.2024,5919,7403
second,model3,08.03.2024,2174,9051
third,model3,09.02.2024,6931,1308
second,model1,24.03.2024,5593,9734
second,model3,07.02.2024,5174,7322
third,model2,29.04.2024,1538,3224
second,model1,16.02.2024,7014,8570
third,model2,03.02.2024,1321,7632
first,model2,17.04.2024,7364,9549
third,model3,27.03.2024,6744,3831
first,model3,11.05.2024,5,9301
second,model3,12.01.2024,8582,3236
third,model1,17.03.2024,3203,5089
second,model1,16.05.2024,1835,202
third,model2,18.01.2024,2380,3644
third,model1,13.03.2024,1215,8437
first,model2,03.01.2024,5509,5606
third,model1,19.03.2024,9861,2133
first,model1,27.01.2024,943,9662
third,model2,29.03.2024,2512,4698
third,model2,15.03.2024,6804,6996
second,model1,19.01.2024,2514,1216
third,model1,28.03.2024,1408,8180
first,model3,12.03.2024,8199,1712
third,model3,13.02.2024,6044,9846
first,model1,14.05.2024,5295,7043
first,model1,22.01.2024,7346,4308
first,model3,25.01.2024,5916,2844
third,model3,07.02.2024,2964,573
first,model3,11.02.2024,5321,1694
third,model3,11.05.2024,416,6417
first,model3,07.01.2024,5710,2774
third,model1,18.03.2024,4160,4140
second,model2,12.04.2024,4821,1729
second,model2,15.05.2024,5625,1091
second,model1,01.01.2024,9390,5654
second,model1,01.03.2024,5631,8163
second,model3,03.03.2024,4687,4978
first,model1,04.02.2024,2959,4648
second,model3,18.04.2024,8885,6354
first,model2,28.01.2024,7843,7454
third,model2,19.01.2024,459,3293
first,model1,27.04.2024,7337,3805
first,model2,15.01.2024,7835,9556
second,model3,27.02.2024,2925,3713
third,model1,09.05.2024,9818,9277
second,model2,24.03.2024,4358,7753
first,model2,19.02.2024,475,9163
first,model1,24.03.2024,1288,3988
second,model2,13.02.2024,5191,1819
first,model3,19.02.2024,7715,1695
third,model1,07.01.2024,7455,1424
third,model2,09.04.2024,2746,8975
third,model3,05.04.2024,628,742
first,model2,25.02.2024,5124,196
first,model2,17.03.2024,3013,4182
second,model2,15.02.2024,3148,4502
first,model3,04.05.2024,439,1066
second,model1,14.05.2024,4509,3238
third,model2,11.03.2024,1108,4333
third,model3,10.02.2024,4153,3323
third,model3,17.01.2024,7289,1620
first,model3,14.05.2024,9623,8272
first,model3,08.02.2024,8071,5464
first,model3,15.03.2024,9841,625
third,model2,12.04.2024,340,1772
second,model3,08.01.2024,6278,2490
third,model3,10.02.2024,188,2731
first,model3,14.04.2024,4054,16
third,model1,29.01.2024,8718,2987
second,model3,23.02.2024,9251,4246
first,model2,04.01.2024,3613,1345
second,model2,14.04.2024,9131,1468
third,model3,04.04.2024,5192,2555
third,model2,03.02.2024,4619,6232
third,model2,13.02.2024,5729,6865
first,model2,12.02.2024,3440,5681
first,model2,10.04.2024,535,1709
second,model3,29.04.2024,554,600
third,model2,24.01.2024,7632,488
third,model3,05.04.2024,9877,8271
first,model2,23.01.2024,3811,2269
first,model2,17.03.2024,9393,8869
third,model1,07.02.2024,4089,124
third,model1,14.01.2024,2601,5298
second,model1,30.01.2024,3617,3952
second,model2,24.04.2024,5024,5206
first,model1,10.02.2024,516,2241
second,model3,29.02.2024,1114,4100
third,model2,13.04.2024,1708,7307
first,model2,28.03.2024,7432,511
third,model1,06.02.2024,3838,9540
third,model1,05.02.2024,4788,3442
first,model3,04.05.2024,674,2765
second,model2,14.03.2024,572,9379
second,model3,19.04.2024,6531,8504
second,model2,17.01.2024,5020,3454
second,model2,15.04.2024,6321,9423
second,model2,28.01.2024,3662,2179
third,model2,16.04.2024,7211,9364
second,model1,26.04.2024,4270,9417
third,model3,02.04.2024,3204,4506
third,model2,14.04.2024,8766,2150
first,model2,15.01.2024,5539,1760
second,model2,02.05.2024,8021,2004
first,model1,08.01.2024,1258,5409
third,model3,16.05.2024,3100,6236
second,model3,13.05.2024,8609,1245
second,model1,23.02.2024,2512,2633
third,model1,27.01.2024,287,3133
first,model1,23.01.2024,2431,1239
third,model1,08.02.2024,5090,9502
first,model3,02.02.2024,345,3993
second,model3,01.05.2024,7488,1361
third,model1,03.04.2024,9978,6273
second,model3,01.05.2024,859,9818
second,model3,19.02.2024,6270,7461
second,model1,29.01.2024,1733,8224
second,model3,22.02.2024,4099,6990
second,model1,21.02.2024,8545,1821
third,model3,05.01.2024,5174,4570
second,model2,15.04.2024,4710,6979
first,model3,04.05.2024,688,4246
first,model1,14.05.2024,7143,1409
second,model2,08.01.2024,8695,6017
third,model2,06.04.2024,2239,306
second,model1,15.04.2024,5311,5072
first,model1,17.04.2024,2516,5239
first,model2,16.05.2024,361,9850
first,model2,27.04.2024,5041,2356
first,model2,22.03.2024,8576,180
third,model2,10.03.2024,7542,5233
first,model2,23.02.2024,9133,7896
first,model2,28.03.2024,6580,8575
second,model2,27.04.2024,7545,6882
third,model2,31.01.2024,9669,3608
third,model3,08.02.2024,6477,1633
third,model2,12.04.2024,5909,7054
first,model3,08.02.2024,2353,2048
second,model2,20.03.2024,5108,9646
third,model3,25.01.2024,4586,697
third,model2,15.05.2024,9081,3138
third,model3,14.05.2024,5245,6566
third,model2,10.01.2024,9254,6528
first,model3,25.03.2024,2306,1512
third,model1,11.03.2024,4839,9090
third,model3,31.01.2024,6231,6156
second,model2,09.01.2024,9879,105
first,model3,05.01.2024,9313,7524
second,model1,13.01.2024,3793,1212
third,model2,15.01.2024,9852,1088
first,model1,05.01.2024,9089,3093
first,model3,07.04.2024,8318,3887
second,model1,07.05.2024,5151,9919
third,model1,16.05.2024,2607,4580
second,model1,20.03.2024,5042,6265
first,model2,12.01.2024,4113,3677
second,model2,02.05.2024,1375,2216
second,model1,27.01.2024,2113,526
first,model3,25.01.2024,1045,8144
second,model2,08.05.2024,1344,1768
first,model2,26.03.2024,9408,9597
first,model2,07.04.2024,7787,237
third,model2,28.02.2024,4473,4543
first,model1,21.03.2024,1276,2787
first,model2,08.02.2024,7774,3010
first,model2,21.01.2024,6751,3925
second,model3,24.01.2024,1879,5723
second,model3,09.05.2024,3722,839
third,model3,05.05.2024,2048,3951
third,model3,01.05.2024,2338,5159
first,model3,31.01.2024,2074,9086
first,model2,13.02.2024,634,6537
second,model3,11.04.2024,1290,314
third,model1,26.03.2024,9599,9686
second,model3,01.04.2024,7754,52
first,model2,08.01.2024,6605,4928
first,model3,12.02.2024,40,8530
second,model3,11.05.2024,538,3552
second,model1,28.04.2024,5621,5205
second,model3,02.03.2024,8358,4646
first,model2,20.01.2024,9767,3339
second,model3,07.05.2024,5285,3691
third,model3,29.04.2024,9795,755
second,model3,30.01.2024,6568,9007
second,model1,24.01.2024,4632,7484
third,model1,03.05.2024,3748,415
first,model2,13.05.2024,869,4100
first,model3,12.02.2024,7148,3816
third,model1,26.04.2024,8334,9685
third,model3,29.01.2024,1135,5548
first,model1,02.01.2024,733,2797
first,model2,02.01.2024,6265,6854
third,model1,16.03.2024,928,1377
second,model3,15.02.2024,2581,6012
second,model3,26.04.2024,3634,8594
first,model1,05.04.2024,9588,4439
third,model3,10.05.2024,5882,6225
second,model2,08.02.2024,6364,6766
third,model2,25.01.2024,8071,9999
first,model2,03.03.2024,2095,8075
first,model1,19.03.2024,1030,173
third,model1,06.03.2024,527,2660
second,model3,25.04.2024,2879,236
second,model2,11.03.2024,4839,3325
second,model3,12.04.2024,1166,7058
first,model1,30.04.2024,1788,779
third,model3,25.04.2024,5577,6591
first,model3,16.03.2024,9280,7208
third,model3,15.04.2024,1445,3817
third,model2,05.01.2024,3781,6376
second,model3,30.04.2024,2691,1848
third,model3,04.05.2024,4568,5322
first,model3,16.02.2024,4499,7500
second,model3,08.05.2024,8800,7330
second,model2,12.05.2024,6559,765
third,model3,26.04.2024,9480,5641
third,model1,06.05.2024,8939,4722
third,model1,18.01.2024,7490,3122
second,model2,17.02.2024,6782,506
third,model1,26.04.2024,7752,1642
first,model2,30.03.2024,3859,7480
second,model2,11.03.2024,4081,2212
first,model3,27.03.2024,2321,9698
first,model1,18.04.2024,3793,1285
second,model1,14.02.2024,2937,9348
third,model1,16.01.2024,5977,2725
third,model2,06.03.2024,8924,1963
second,model1,27.02.2024,2110,7643
third,model3,19.04.2024,88,6388
second,model2,06.05.2024,4784,7293
second,model3,14.04.2024,4801,2943
first,model2,01.04.2024,9407,7616
first,model2,23.02.2024,3829,834
first,model2,29.04.2024,9155,6533
second,model3,04.03.2024,1435,8828
second,model1,15.04.2024,1111,2988
third,model1,14.04.2024,8380,505
first,model1,15.04.2024,8541,5912
second,model3,30.03.2024,831,21
third,model3,29.01.2024,5138,9584
second,model1,23.01.2024,7911,873
second,model2,25.04.2024,9083,5860
second,model2,03.01.2024,2530,951
first,model3,04.04.2024,6825,3138
second,model3,04.03.2024,1125,368
second,model2,01.03.2024,110,5519
third,model3,24.04.2024,6810,2691
second,model2,02.01.2024,2522,3278
second,model3,02.05.2024,8032,5326
first,model1,09.02.2024,4897,1677
first,model3,15.01.2024,7373,5351
second,model3,23.03.2024,7213,7154
third,model1,12.05.2024,1691,8161
first,model2,08.04.2024,434,7111
first,model3,10.02.2024,5682,4793
first,model2,02.03.2024,7869,35
second,model2,19.02.2024,658,9286
first,model3,18.03.2024,5538,7575
third,model2,12.01.2024,1624,8542
second,model2,10.02.2024,5172,4579
first,model3,28.01.2024,7747,8870
second,model3,01.03.2024,9501,8240
first,model3,07.02.2024,9506,372
third,model2,24.04.2024,8764,9771
first,model1,21.04.2024,968,1590
second,model1,20.03.2024,7326,5215
second,model1,06.04.2024,8388,7693
third,model2,07.04.2024,7148,6496
second,model3,24.04.2024,7666,7192
third,model1,06.01.2024,8369,4820
second,model3,25.02.2024,9018,8937
first,model2,08.04.2024,6187,1936
second,model3,08.04.2024,5027,36
second,model1,27.03.2024,3691,4336
third,model2,11.05.2024,8581,8550
first,model3,05.05.2024,91,8125
third,model2,02.05.2024,3138,3482
second,model3,30.04.2024,3482,8193
third,model1,15.05.2024,1025,3708
first,model3,16.04.2024,8851,122
second,model3,14.03.2024,6987,8702
third,model1,01.01.2024,4576,1966
third,model1,10.04.2024,9795,3250
second,model2,18.02.2024,6753,3124
second,model2,24.04.2024,82,1763
second,model3,07.05.2024,3219,2091
first,model1,05.01.2024,1998,9596
third,model2,16.01.2024,2039,3973
third,model2,28.02.2024,5795,6942
third,model1,07.05.2024,8726,725
third,model3,28.04.2024,8887,5075
third,model1,22.04.2024,9630,9225
first,model2,20.03.2024,7594,6231
first,model1,18.04.2024,9346,899
second,model1,03.02.2024,8993,118
first,model3,18.04.2024,388,8183
second,model1,25.03.2024,3973,1749
third,model1,01.01.2024,1441,7964
first,model2,20.03.2024,8999,7295
third,model1,24.04.2024,9517,9617
second,model3,14.03.2024,1029,442
first,model2,19.03.2024,1424,6927
first,model2,17.02.2024,838,5496
second,model2,03.04.2024,1108,2757
third,model3,22.04.2024,3229,4795
first,model1,09.02.2024,8091,1167
second,model2,26.02.2024,7269,239
second,model3,02.04.2024,1556,6708
first,model2,24.03.2024,1454,9885
second,model3,23.02.2024,4612,2565
third,model2,29.04.2024,8434,1452
third,model3,24.01.2024,8564,807
second,model1,19.04.2024,7675,344
first,model2,23.03.2024,6454,6938
third,model2,23.03.2024,9271,1237
first,model3,28.02.2024,4833,6303
first,model1,31.01.2024,4104,6384
first,model2,09.01.2024,4525,294
second,model1,03.01.2024,1244,9052
third,model1,28.01.2024,1294,1154
second,model2,17.03.2024,3621,6595
second,model1,09.02.2024,9475,8287
second,model2,14.05.2024,1790,9045
first,model3,24.02.2024,7970,3841
second,model3,01.01.2024,9685,4908
third,model2,01.01.2024,1415,3469
first,model3,05.05.2024,6117,9613
first,model2,26.01.2024,1924,8991
third,model3,24.01.2024,3381,7774
first,model2,08.03.2024,8375,4871
first,model2,11.01.2024,8203,7188
third,model2,15.03.2024,3537,1113
third,model1,14.01.2024,8342,6427
first,model2,16.02.2024,4862,7052
third,model2,15.02.2024,5354,2417
second,model2,28.04.2024,3481,3748
third,model2,13.03.2024,3101,4044
third,model3,03.04.2024,1637,9176
third,model3,07.01.2024,1862,9870
first,model1,15.02.2024,4129,606
first,model3,08.01.2024,2827,828
second,model1,11.02.2024,3656,8754
first,model2,19.04.2024,9961,6813
first,model2,20.03.2024,7984,4727
second,model2,14.04.2024,5255,1339
third,model1,21.04.2024,2291,7207
second,model3,06.03.2024,5091,7251
third,model2,14.04.2024,8391,2099
second,model1,28.03.2024,9857,5512
second,model1,10.03.2024,8262,6407
second,model1,16.05.2024,355,1934
third,model1,09.02.2024,8438,9776
first,model1,14.01.2024,274,3003
second,model3,29.03.2024,1195,4236
second,model1,05.04.2024,9528,9927
third,model1,22.04.2024,5156,8155
second,model1,24.04.2024,6044,2339
second,model3,18.04.2024,3437,3755
second,model2,04.05.2024,9220,1544
first,model3,21.01.2024,6817,5169
third,model3,13.02.2024,2023,7895
first,model3,02.01.2024,6581,1979
second,model1,04.04.2024,8269,2502
third,model1,16.02.2024,5365,3922
third,model3,14.02.2024,7938,1635
second,model3,18.01.2024,2402,7626
third,model1,11.03.2024,9641,7411
third,model1,11.04.2024,1907,9848
second,model3,02.02.2024,311,9010
third,model3,06.01.2024,6429,1626
second,model3,29.01.2024,3350,2047
first,model1,06.03.2024,7341,6559
first,model2,12.05.2024,6732,1637
third,model2,22.01.2024,8147,203
first,model1,07.05.2024,3314,6925
third,model1,03.03.2024,5910,7873
third,model1,14.01.2024,3376,7909
second,model1,09.02.2024,141,6148
first,model1,22.01.2024,8403,6946
third,model1,16.05.2024,25,678
second,model2,20.02.2024,1147,2572
third,model3,13.02.2024,851,7814
third,model2,02.03.2024,1780,5414
second,model3,12.04.2024,7954,2863
first,model2,16.04.2024,4662,2184
first,model1,30.04.2024,660,7784
second,model2,08.03.2024,756,946
second,model3,25.04.2024,368,1750
second,model3,24.01.2024,1619,7357
third,model1,13.05.2024,2459,4696
second,model2,04.05.2024,487,7986
third,model1,03.03.2024,980,9600
second,model1,30.03.2024,8542,5260
first,model1,27.03.2024,8134,4681
third,model2,14.02.2024,2323,6701
third,model3,23.03.2024,5157,6544
second,model1,16.05.2024,6793,7619
first,model2,08.03.2024,622,2760
first,model3,13.02.2024,545,7353
first,model1,25.01.2024,2848,9795
first,model3,31.03.2024,8559,2493
third,model2,10.04.2024,9378,9111
first,model1,08.02.2024,5551,3723
second,model1,05.04.2024,1204,6078
third,model2,15.04.2024,1376,8004
first,model1,20.04.2024,4058,7297
third,model3,05.02.2024,243,7969
first,model1,23.04.2024,5273,4871
first,model1,21.03.2024,1645,3715
second,model1,01.05.2024,8260,620
first,model3,19.01.2024,30,6985
third,model2,06.02.2024,5557,7062
second,model2,22.04.2024,7092,6996
second,model2,16.03.2024,4608,9064
second,model1,11.05.2024,6503,9483
second,model2,16.01.2024,7301,8093
third,model1,24.02.2024,9548,1010
first,model2,26.03.2024,156,9940
first,model1,02.02.2024,5619,1517
third,model3,24.01.2024,7941,1384
second,model1,22.04.2024,1019,9936
first,model2,08.01.2024,7828,2785
first,model3,07.03.2024,2655,1794
third,model2,29.04.2024,5750,9258
third,model3,28.03.2024,7394,5661
second,model2,27.04.2024,15,3417
third,model1,29.03.2024,5192,1399
second,model2,20.02.2024,5388,2518
first,model1,06.05.2024,7845,4823
second,model3,06.02.2024,745,1892
third,model2,06.01.2024,3076,3160
second,model2,03.04.2024,1435,8538
second,model3,08.03.2024,717,3602
third,model1,11.01.2024,991,8078
second,model3,11.02.2024,7888,1486
first,model3,08.02.2024,62,7079
first,model2,25.02.2024,6194,9041
first,model1,23.02.2024,3081,5026
third,model3,04.03.2024,19,4809
first,model1,27.02.2024,8954,9829
first,model3,27.01.2024,1464,7619
third,model1,29.04.2024,9366,6315
third,model2,21.04.2024,3240,1666
third,model1,04.05.2024,961,4959
second,model3,17.04.2024,1811,4343
second,model1,01.01.2024,1033,6257
second,model2,25.01.2024,4899,1838
second,model3,23.03.2024,4410,9575
first,model1,16.01.2024,7174,265
first,model3,09.04.2024,7603,9322
second,model2,12.03.2024,9801,6375
third,model3,01.03.2024,6494,55
third,model3,06.05.2024,8882,8703
second,model2,03.02.2024,4484,3873
second,model3,24.01.2024,6839,6314
first,model2,11.02.2024,4874,8527
third,model2,26.03.2024,3811,9786
first,model3,21.04.2024,6437,445
second,model1,24.02.2024,2450,5603
first,model3,28.01.2024,3457,6333
second,model1,29.02.2024,5887,3018
second,model2,14.01.2024,6883,3538
third,model2,15.04.2024,1231,6633
second,model2,25.02.2024,3677,6334
